Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[53]     0.0    0.00    0.00    1432         void std::vector<std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > >, std::allocator<std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > > >::_M_realloc_insert<std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > const&>(__gnu_cxx::__normal_iterator<std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > >*, std::vector<std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > >, std::allocator<std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > > > >, std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > const&) [53]
-----------------------------------------------
                0.00    0.00    1342/1342        Lineage::optimize(int) [2]
[54]     0.0    0.00    0.00    1342         std::_Function_handler<void (bool), Frame::perturb()::{lambda(bool)#1}>::_M_invoke(std::_Any_data const&, bool&&) [54]
-----------------------------------------------
                0.00    0.00    1279/1279        YAML::Stream::StreamInUtf8() const [56]
[55]     0.0    0.00    0.00    1279         YAML::Stream::GetNextByte() const [55]
-----------------------------------------------
                0.00    0.00    1279/1279        YAML::Stream::_ReadAheadTo(unsigned long) const [57]
[56]     0.0    0.00    0.00    1279         YAML::Stream::StreamInUtf8() const [56]
                0.00    0.00    1279/1279        YAML::Stream::GetNextByte() const [55]
-----------------------------------------------
                0.00    0.00       1/1279        YAML::Stream::Stream(std::istream&) [195]
                0.00    0.00     111/1279        int YAML::RegEx::MatchUnchecked<YAML::StreamCharSource>(YAML::StreamCharSource const&) const [50]
                0.00    0.00    1167/1279        YAML::Stream::get() [59]
[57]     0.0    0.00    0.00    1279         YAML::Stream::_ReadAheadTo(unsigned long) const [57]
                0.00    0.00    1279/1279        YAML::Stream::StreamInUtf8() const [56]
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned long> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [212]
-----------------------------------------------
                0.00    0.00    1278/1278        YAML::Stream::get() [59]
[58]     0.0    0.00    0.00    1278         YAML::Stream::AdvanceCurrent() [58]
-----------------------------------------------
                0.00    0.00     263/1278        YAML::ScanScalar[abi:cxx11](YAML::Stream&, YAML::ScanScalarParams&) [104]
                0.00    0.00    1015/1278        YAML::Stream::eat(int) [62]
[59]     0.0    0.00    0.00    1278         YAML::Stream::get() [59]
                0.00    0.00    1278/2619        YAML::Stream::peek() const [49]
                0.00    0.00    1278/1278        YAML::Stream::AdvanceCurrent() [58]
                0.00    0.00    1167/1279        YAML::Stream::_ReadAheadTo(unsigned long) const [57]
-----------------------------------------------
                0.00    0.00    1182/1182        Lineage::optimize(int) [2]
[60]     0.0    0.00    0.00    1182         std::_Function_handler<void (bool), Frame::split()::{lambda(bool)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [60]
-----------------------------------------------
                0.00    0.00    1140/1140        Lineage::optimize(int) [2]
[61]     0.0    0.00    0.00    1140         std::_Function_handler<void (bool), Frame::split()::{lambda(bool)#2}>::_M_invoke(std::_Any_data const&, bool&&) [61]
-----------------------------------------------
                0.00    0.00      31/1015        YAML::Scanner::ScanValue() [125]
                0.00    0.00      74/1015        YAML::ScanScalar[abi:cxx11](YAML::Stream&, YAML::ScanScalarParams&) [104]
                0.00    0.00     910/1015        YAML::Scanner::ScanToNextToken() [80]
[62]     0.0    0.00    0.00    1015         YAML::Stream::eat(int) [62]
                0.00    0.00    1015/1278        YAML::Stream::get() [59]
-----------------------------------------------
                0.00    0.00     133/791         YAML::Scanner::pop() [74]
                0.00    0.00     262/791         YAML::Scanner::empty() [69]
                0.00    0.00     396/791         YAML::Scanner::peek() [66]
[63]     0.0    0.00    0.00     791         YAML::Scanner::EnsureTokensInQueue() [63]
                0.00    0.00      88/88          YAML::Scanner::ScanNextToken() [78]
                0.00    0.00      55/55          YAML::Scanner::ScanPlainScalar() [109]
                0.00    0.00      31/31          YAML::Scanner::ScanValue() [125]
                0.00    0.00       1/1           YAML::Scanner::EndStream() [200]
                0.00    0.00       1/1           YAML::Scanner::StartStream() [197]
-----------------------------------------------
                0.00    0.00     759/759         Spheroid::performPCA(std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > const&, std::vector<cv::Mat, std::allocator<cv::Mat> >&) const [70]
[64]     0.0    0.00    0.00     759         void std::vector<std::pair<double, cv::Point3_<double> >, std::allocator<std::pair<double, cv::Point3_<double> > > >::_M_realloc_insert<std::pair<double, cv::Point3_<double> > const&>(__gnu_cxx::__normal_iterator<std::pair<double, cv::Point3_<double> >*, std::vector<std::pair<double, cv::Point3_<double> >, std::allocator<std::pair<double, cv::Point3_<double> > > > >, std::pair<double, cv::Point3_<double> > const&) [64]
-----------------------------------------------
                0.00    0.00     660/660         loadFrame(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig const&) [29]
[65]     0.0    0.00    0.00     660         processImage(cv::Mat const&, BaseConfig const&) [65]
-----------------------------------------------
                0.00    0.00       1/396         YAML::Parser::ParseDirectives() [189]
                0.00    0.00       2/396         YAML::SingleDocParser::HandleDocument(YAML::EventHandler&) [185]
                0.00    0.00       8/396         YAML::SingleDocParser::HandleMap(YAML::EventHandler&) [141]
                0.00    0.00      63/396         YAML::SingleDocParser::ParseProperties(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, unsigned long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [88]
                0.00    0.00      70/396         YAML::SingleDocParser::HandleBlockMap(YAML::EventHandler&) <cycle 2> [140]
                0.00    0.00     252/396         YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
[66]     0.0    0.00    0.00     396         YAML::Scanner::peek() [66]
                0.00    0.00     396/791         YAML::Scanner::EnsureTokensInQueue() [63]
-----------------------------------------------
                0.00    0.00     394/394         Lineage::optimize(int) [2]
[67]     0.0    0.00    0.00     394         std::_Function_handler<void (bool), Frame::split()::{lambda(bool)#1}>::_M_invoke(std::_Any_data const&, bool&&) [67]
-----------------------------------------------
                                   1             std::_Sp_counted_ptr<YAML::detail::memory_holder*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [207]
                                   6             std::_Sp_counted_ptr<YAML::detail::memory*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [209]
                                  57             std::_Rb_tree<std::shared_ptr<YAML::detail::node>, std::shared_ptr<YAML::detail::node>, std::_Identity<std::shared_ptr<YAML::detail::node> >, std::less<std::shared_ptr<YAML::detail::node> >, std::allocator<std::shared_ptr<YAML::detail::node> > >::_M_erase(std::_Rb_tree_node<std::shared_ptr<YAML::detail::node> >*) <cycle 1> [156]
                0.00    0.00       1/329         loadConfig(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, BaseConfig&) [171]
                0.00    0.00       4/329         SphereConfig::explodeConfig(YAML::Node const&) [175]
                0.00    0.00       4/329         BaseConfig::explodeConfig(YAML::Node const&) [172]
                0.00    0.00       8/329         SimulationConfig::explodeConfig(YAML::Node) [177]
                0.00    0.00       8/329         YAML::Node const YAML::Node::operator[]<char [13]>(char const (&) [13]) const [169]
                0.00    0.00      12/329         YAML::Node const YAML::Node::operator[]<char [2]>(char const (&) [2]) const [165]
                0.00    0.00      12/329         YAML::Node const YAML::Node::operator[]<char [10]>(char const (&) [10]) const [162]
                0.00    0.00      12/329         YAML::Node const YAML::Node::operator[]<char [17]>(char const (&) [17]) const [164]
                0.00    0.00      12/329         YAML::Node const YAML::Node::operator[]<char [11]>(char const (&) [11]) const [163]
                0.00    0.00      16/329         PerturbParams::explodeParams(YAML::Node const&) [159]
                0.00    0.00      24/329         YAML::Node const YAML::Node::operator[]<char [6]>(char const (&) [6]) const [153]
                0.00    0.00      24/329         YAML::Node const YAML::Node::operator[]<char [5]>(char const (&) [5]) const [152]
                0.00    0.00     192/329         YAML::detail::node::equals(char const*, std::shared_ptr<YAML::detail::memory_holder>) [77]
[68]     0.0    0.00    0.00     393         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [68]
                0.00    0.00      63/63          std::_Sp_counted_ptr<YAML::detail::node*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [96]
                                   1             std::_Sp_counted_ptr<YAML::detail::memory*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [209]
                                   1             std::_Sp_counted_ptr<YAML::detail::memory_holder*, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [207]
-----------------------------------------------
                0.00    0.00       1/262         YAML::Parser::ParseDirectives() [189]
                0.00    0.00       1/262         YAML::Parser::HandleNextDocument(YAML::EventHandler&) [190]
                0.00    0.00       1/262         YAML::SingleDocParser::HandleDocument(YAML::EventHandler&) [185]
                0.00    0.00      63/262         YAML::SingleDocParser::ParseProperties(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, unsigned long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [88]
                0.00    0.00      70/262         YAML::SingleDocParser::HandleBlockMap(YAML::EventHandler&) <cycle 2> [140]
                0.00    0.00     126/262         YAML::SingleDocParser::HandleNode(YAML::EventHandler&) <cycle 2> [87]
[69]     0.0    0.00    0.00     262         YAML::Scanner::empty() [69]
                0.00    0.00     262/791         YAML::Scanner::EnsureTokensInQueue() [63]
-----------------------------------------------
                0.00    0.00     253/253         Spheroid::getSplitCells(std::vector<cv::Mat, std::allocator<cv::Mat> > const&) const [27]
[70]     0.0    0.00    0.00     253         Spheroid::performPCA(std::vector<cv::Point3_<double>, std::allocator<cv::Point3_<double> > > const&, std::vector<cv::Mat, std::allocator<cv::Mat> >&) const [70]
                0.00    0.00     759/759         void std::vector<std::pair<double, cv::Point3_<double> >, std::allocator<std::pair<double, cv::Point3_<double> > > >::_M_realloc_insert<std::pair<double, cv::Point3_<double> > const&>(__gnu_cxx::__normal_iterator<std::pair<double, cv::Point3_<double> >*, std::vector<std::pair<double, cv::Point3_<double> >, std::allocator<std::pair<double, cv::Point3_<double> > > > >, std::pair<double, cv::Point3_<double> > const&) [64]
-----------------------------------------------
                0.00    0.00     253/253         Spheroid::getSplitCells(std::vector<cv::Mat, std::allocator<cv::Mat> > const&) const [27]
[71]     0.0    0.00    0.00     253         Spheroid::checkConstraints() const [71]
-----------------------------------------------
                0.00    0.00     184/184         YAML::Scanner::ScanToNextToken() [80]
[72]     0.0    0.00    0.00     184         YAML::Scanner::IsWhitespaceToBeEaten(char) [72]
-----------------------------------------------
                0.00    0.00     180/180         Frame::Frame(std::vector<cv::Mat, std::allocator<cv::Mat> > const&, SimulationConfig const&, std::vector<Spheroid, std::allocator<Spheroid> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [31]
